"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
1270,"Helm of Telepathy","Elmo of Telepathy","acessorio","elmo","Incomum","[PLACEHOLDER] While wearing this helm, you can use an action to cast the detect thoughts spell (save 13) from it. As long as you maintain concentration on the spell, you can use a bonus action to send a telepathic message to a creature you are focused on. It can reply—using a bonus action to do so—while your focus on it continues. While focusing on a creature with detect thoughts, you can use an action to cast the suggestion spell (save 13) from the helm on that creature. Once used, the suggestion property..."
1276,"Helm of Underwater Action","Elmo of Underwater Action","acessorio","elmo","Incomum","[PLACEHOLDER] While wearing this brass helmet, you can breathe underwater, you gain darkvision with a range of 60 feet, and you gain a swimming speed of 30 feet."
1453,"Living Gloves","Living Luvas","acessorio","luvas","Incomum","[PLACEHOLDER] These symbiotic gloves—made of thin chitin and sinew—pulse with a life of their own. To attune to them, you must wear them for the entire attunement period, during which the gloves bond with your skin. While attuned to these gloves, you gain one of the following proficiencies (your choice when you attune to the gloves): Sleight of Hand Thieves' tools One kind of artisan's tools of your choice One kind of musical instrument of your choice When you make an ability check using the chosen profici..."
1512,"Mask of the Beast","Máscara of the Beast","acessorio","elmo","Incomum","[PLACEHOLDER] This wooden mask is shaped in the likeness of a beast's visage and has 3 charges. While wearing the mask you can expend 1 charge and use the mask to cast the animal friendship spell as an action. The mask regains all expended charges at dawn."
1516,"Master's Amulet","Master's Amuleto","acessorio","amuleto","Incomum","[PLACEHOLDER] Every shield guardian has an amulet magically linked to it. A shield guardian can have only one corresponding amulet, and if that amulet is destroyed, the shield guardian is incapacitated until a replacement amulet is created. A shield guardian's amulet is subject to direct attack if it isn't being worn or carried. It has AC 10, 10 hit points, and immunity to poison and psychic damage. Crafting an amulet requires 1 week and costs 1,000 gp in components. A shield guardian's solitary focus is t..."
1583,"Necklace of Adaptation","Colar of Adaptation","acessorio","amuleto","Incomum","[PLACEHOLDER] While wearing this necklace, you can breathe normally in any environment, and you have advantage on saving throws made against harmful gases and vapors (such as cloudkill and stinking cloud effects, inhaled poisons, and the breath weapons of some dragons)."
1686,"Piwafwi (Cloak of Elvenkind)","Piwafwi (Capa of Elvenkind)","acessorio","capa","Incomum","[PLACEHOLDER] This dark spider silk cloak is made by drow. It is a cloak of elvenkind. It loses its magic if exposed to sunlight for 1 hour without interruption. While you wear this cloak with its hood up, Wisdom (Perception) checks made to see you have disadvantage. and you have advantage on Dexterity (Stealth) checks made to hide, as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action."
1819,"Primal Amulet","Primal Amuleto","acessorio","amuleto","Incomum","[PLACEHOLDER] This beaded jade necklace bears an ancient symbol of the River Heralds. When worn, the primal amulet allows its wearer to cast speak with animals, locate object, and pass without trace. Once the amulet has been used to cast a spell, it can't be used to cast that spell again until the next dawn."
1824,"Propeller Helm","Propeller Elmo","acessorio","elmo","Incomum","[PLACEHOLDER] While worn, the helm allows its wearer to use an action to cast the levitate spell, requiring no components. The helm's propeller spins and whirs loudly until the spell ends. Each time the spell ends, there is a 50 chance that the helm loses its magic and becomes nonmagical."
1911,"Ring of Jumping","Anel of Jumping","acessorio","anel","Incomum","[PLACEHOLDER] While wearing this ring, you can cast the jump spell from it as a bonus action at will, but can target only yourself when you do so."
1915,"Ring of Mind Shielding","Anel of Mind Escudoing","acessorio","anel","Incomum","[PLACEHOLDER] While wearing this ring, you are immune to magic that allows other creatures to read your thoughts, determine whether you are lying, know your alignment, or know your creature type. Creatures can telepathically communicate with you only if you allow it. You can use an action to cause the ring to become invisible until you use another action to make it visible, until you remove the ring, or until you die. If you die while wearing the ring, your soul enters it, unless it already houses a soul. ..."
1919,"Ring of Obscuring","Anel of Obscuring","acessorio","anel","Incomum","[PLACEHOLDER] This band of iron resembles a skull and is cold to the touch. It has 3 charges and regains 1d3 expended charges daily at dawn. As an action while wearing the ring, you can expend 1 of its charges to cast the fog cloud spell from it, with the following changes: the cloud is centered on you when it first appears, and the spell lasts for 1 minute (no concentration required)."
1926,"Ring of Puzzler's Wit","Anel of Puzzler's Wit","acessorio","anel","Incomum","[PLACEHOLDER] This gold ring bears a fluorite stone and is enchanted to sharpen the wearer's mind. The ring has 3 charges and regains 1d4 - 1 expended charges daily at dawn. When you make an Intelligence check, you can expend 1 charge to grant yourself advantage on the check."
1938,"Ring of Swimming","Anel of Swimming","acessorio","anel","Incomum","[PLACEHOLDER] You have a swimming speed of 40 feet while wearing this ring."
1944,"Ring of the Orator","Anel of the Orator","acessorio","anel","Incomum","[PLACEHOLDER] This ring has 6 charges. While you wear it, you can expend 1 of its charges to project your voice to be heard clearly by all creatures within 1 mile of yourself, regardless of intervening noise, for 1 minute. Magical silence, 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood blocks this projection. If you project your voice while speaking a language the listening creatures don't understand, you can make the creatures understand what you're saying. You must be ab..."
1952,"Ring of Truth Telling","Anel of Truth Telling","acessorio","anel","Incomum","[PLACEHOLDER] While wearing this ring, you have advantage on Wisdom (Insight) checks to determine whether someone is lying to you."
1953,"Ring of Warmth","Anel of Warmth","acessorio","anel","Incomum","Anel de aço vyrkoês com núcleo de cinza-de-forja selada que irradia calor constante, concedendo resistência a frio e protegendo o portador e seus pertences de temperaturas extremamente baixas. O calor é suave e constante — suficiente para impedir congelamento mas insuficiente para esquentar uma sala ou cozinhar um ovo. Ferreiros de Thornvik os forjam com cinza da última brasa de Gravmora — porque em Vyrkhor, o frio mata mais que espadas."
1956,"Ring of Water Walking","Anel of Water Walking","acessorio","anel","Incomum","[PLACEHOLDER] While wearing this ring, you can stand on and move across any liquid surface as if it were solid ground."
1967,"Robe of Serpents","Manto of Serpents","acessorio","capa","Incomum","[PLACEHOLDER] A robe of serpents is a stylish silk garment that is popular among wealthy nobles and retired assassins. The robe is emblazoned with 1d4 + 3 stylized serpents, all brightly colored. As a bonus action on your turn, you can transform one of the robe's serpents into a giant poisonous snake. The snake instantly falls from the robe, slithers into an unoccupied space next to you, and acts on your initiative count. The snake can tell friendly creatures from hostile ones and attacks the latter. The s..."
1973,"Robe of Useful Items","Manto of Useful Items","acessorio","capa","Incomum","[PLACEHOLDER] This robe has cloth patches of various shapes and colors covering it. While wearing the robe, you can use an action to detach one of the patches, causing it to become the object or creature it represents. Once the last patch is removed, the robe becomes an ordinary garment. The robe has two of each of the following patches: Dagger Bullseye lantern (filled and lit) Steel mirror 10-foot pole Hempen rope (50 feet, coiled) Sack In addition, the robe has 4d4 other patches. The DM chooses the patch..."
